timestep,vehicle_id,vehicle_type,charging_station,battery_soc_percent
276.0,easybike_05,easyBike,ebus_depot_n3,63.553085714285714
277.0,easybike_05,easyBike,ebus_depot_n3,63.67202857142858
278.0,easybike_05,easyBike,ebus_depot_n3,63.791
279.0,easybike_05,easyBike,ebus_depot_n3,63.90997142857143
280.0,easybike_05,easyBike,ebus_depot_n3,64.02894285714285
281.0,easybike_05,easyBike,ebus_depot_n3,64.1479142857143
282.0,easybike_05,easyBike,ebus_depot_n3,64.26688571428572
283.0,easybike_05,easyBike,ebus_depot_n3,64.38582857142858
284.0,easybike_05,easyBike,ebus_depot_n3,64.50479999999999
285.0,easybike_05,easyBike,ebus_depot_n3,64.62377142857143
286.0,easybike_05,easyBike,ebus_depot_n3,64.74274285714286
287.0,easybike_05,easyBike,ebus_depot_n3,64.86171428571427
288.0,easybike_05,easyBike,ebus_depot_n3,64.98068571428573
289.0,easybike_05,easyBike,ebus_depot_n3,65.09962857142857
290.0,easybike_05,easyBike,ebus_depot_n3,65.2186
291.0,easybike_05,easyBike,ebus_depot_n3,65.33757142857142
292.0,easybike_05,easyBike,ebus_depot_n3,65.45654285714286
293.0,easybike_05,easyBike,ebus_depot_n3,65.57551428571429
294.0,easybike_05,easyBike,ebus_depot_n3,65.6944857142857
295.0,easybike_05,easyBike,ebus_depot_n3,65.81342857142857
296.0,easybike_05,easyBike,ebus_depot_n3,65.9324
297.0,easybike_05,easyBike,ebus_depot_n3,66.05137142857143
298.0,easybike_05,easyBike,ebus_depot_n3,66.17034285714286
299.0,easybike_05,easyBike,ebus_depot_n3,66.28931428571428
300.0,easybike_05,easyBike,ebus_depot_n3,66.40828571428573
301.0,easybike_05,easyBike,ebus_depot_n3,66.52722857142857
302.0,easybike_05,easyBike,ebus_depot_n3,66.6462
303.0,easybike_05,easyBike,ebus_depot_n3,66.76517142857143
304.0,easybike_05,easyBike,ebus_depot_n3,66.88414285714286
305.0,easybike_05,easyBike,ebus_depot_n3,67.00311428571428
306.0,easybike_05,easyBike,ebus_depot_n3,67.12208571428572
307.0,easybike_05,easyBike,ebus_depot_n3,67.24102857142857
308.0,easybike_05,easyBike,ebus_depot_n3,67.36
309.0,easybike_05,easyBike,ebus_depot_n3,67.47897142857143
310.0,easybike_05,easyBike,ebus_depot_n3,67.59794285714285
311.0,easybike_05,easyBike,ebus_depot_n3,67.71691428571428
312.0,easybike_05,easyBike,ebus_depot_n3,67.83588571428571
313.0,easybike_05,easyBike,ebus_depot_n3,67.95482857142858
314.0,easybike_05,easyBike,ebus_depot_n3,68.0738
315.0,easybike_05,easyBike,ebus_depot_n3,68.19277142857143
316.0,easybike_05,easyBike,ebus_depot_n3,68.31174285714286
317.0,easybike_05,easyBike,ebus_depot_n3,68.43071428571429
318.0,easybike_05,easyBike,ebus_depot_n3,68.54968571428572
319.0,easybike_05,easyBike,ebus_depot_n3,68.66862857142857
320.0,easybike_05,easyBike,ebus_depot_n3,68.7876
321.0,easybike_05,easyBike,ebus_depot_n3,68.90657142857143
322.0,easybike_05,easyBike,ebus_depot_n3,69.02554285714285
323.0,easybike_05,easyBike,ebus_depot_n3,69.14451428571428
324.0,easybike_05,easyBike,ebus_depot_n3,69.26348571428572
325.0,easybike_05,easyBike,ebus_depot_n3,69.38242857142856
326.0,easybike_05,easyBike,ebus_depot_n3,69.5014
327.0,easybike_05,easyBike,ebus_depot_n3,69.62037142857143
328.0,easybike_05,easyBike,ebus_depot_n3,69.73934285714286
329.0,easybike_05,easyBike,ebus_depot_n3,69.85831428571429
330.0,easybike_05,easyBike,ebus_depot_n3,69.97728571428571
331.0,easybike_05,easyBike,ebus_depot_n3,70.09622857142858
332.0,easybike_05,easyBike,ebus_depot_n3,70.2152
333.0,easybike_05,easyBike,ebus_depot_n3,70.33417142857142
334.0,easybike_05,easyBike,ebus_depot_n3,70.45314285714285
335.0,easybike_05,easyBike,ebus_depot_n3,70.57211428571429
336.0,easybike_05,easyBike,ebus_depot_n3,70.69108571428572
337.0,easybike_05,easyBike,ebus_depot_n3,70.81002857142856
338.0,easybike_05,easyBike,ebus_depot_n3,70.929
339.0,easybike_05,easyBike,ebus_depot_n3,71.04797142857143
340.0,easybike_05,easyBike,ebus_depot_n3,71.16694285714286
341.0,easybike_05,easyBike,ebus_depot_n3,71.28591428571428
342.0,easybike_05,easyBike,ebus_depot_n3,71.40488571428571
343.0,easybike_05,easyBike,ebus_depot_n3,71.52382857142857
344.0,easybike_05,easyBike,ebus_depot_n3,71.6428
345.0,easybike_05,easyBike,ebus_depot_n3,71.76177142857144
346.0,easybike_05,easyBike,ebus_depot_n3,71.88074285714285
347.0,easybike_05,easyBike,ebus_depot_n3,71.99971428571429
348.0,easybike_05,easyBike,ebus_depot_n3,72.11868571428572
349.0,easybike_05,easyBike,ebus_depot_n3,72.23762857142857
350.0,easybike_05,easyBike,ebus_depot_n3,72.3566
351.0,easybike_05,easyBike,ebus_depot_n3,72.47557142857143
352.0,easybike_05,easyBike,ebus_depot_n3,72.59454285714287
353.0,easybike_05,easyBike,ebus_depot_n3,72.71351428571428
354.0,easybike_05,easyBike,ebus_depot_n3,72.83248571428571
355.0,easybike_05,easyBike,ebus_depot_n3,72.95142857142856
356.0,easybike_05,easyBike,ebus_depot_n3,73.0704
357.0,easybike_05,easyBike,ebus_depot_n3,73.18937142857142
358.0,easybike_05,easyBike,ebus_depot_n3,73.30834285714285
359.0,easybike_05,easyBike,ebus_depot_n3,73.42731428571429
360.0,easybike_05,easyBike,ebus_depot_n3,73.54625714285714
361.0,easybike_05,easyBike,ebus_depot_n3,73.66522857142857
362.0,easybike_05,easyBike,ebus_depot_n3,73.7842
363.0,easybike_05,easyBike,ebus_depot_n3,73.90317142857144
364.0,easybike_05,easyBike,ebus_depot_n3,74.02214285714285
365.0,easybike_05,easyBike,ebus_depot_n3,74.14111428571428
366.0,easybike_05,easyBike,ebus_depot_n3,74.26005714285714
367.0,easybike_05,easyBike,ebus_depot_n3,74.37902857142858
368.0,easybike_05,easyBike,ebus_depot_n3,74.49799999999999
369.0,easybike_05,easyBike,ebus_depot_n3,74.61697142857142
370.0,easybike_05,easyBike,ebus_depot_n3,74.73594285714287
371.0,easybike_05,easyBike,ebus_depot_n3,74.85491428571429
372.0,easybike_05,easyBike,ebus_depot_n3,74.97385714285714
373.0,easybike_05,easyBike,ebus_depot_n3,75.09282857142857
374.0,easybike_05,easyBike,ebus_depot_n3,75.21180000000001
375.0,easybike_05,easyBike,ebus_depot_n3,75.33077142857142
376.0,easybike_05,easyBike,ebus_depot_n3,75.44974285714285
377.0,easybike_05,easyBike,ebus_depot_n3,75.5687142857143
378.0,easybike_05,easyBike,ebus_depot_n3,75.68765714285715
379.0,easybike_05,easyBike,ebus_depot_n3,75.80662857142858
380.0,easybike_05,easyBike,ebus_depot_n3,75.92559999999999
381.0,easybike_05,easyBike,ebus_depot_n3,76.04457142857143
382.0,easybike_05,easyBike,ebus_depot_n3,76.16354285714286
383.0,easybike_05,easyBike,ebus_depot_n3,76.28251428571429
384.0,easybike_05,easyBike,ebus_depot_n3,76.40145714285714
385.0,easybike_05,easyBike,ebus_depot_n3,76.52042857142858
386.0,easybike_05,easyBike,ebus_depot_n3,76.6394
387.0,easybike_05,easyBike,ebus_depot_n3,76.75837142857142
388.0,easybike_05,easyBike,ebus_depot_n3,76.87734285714286
389.0,easybike_05,easyBike,ebus_depot_n3,76.99631428571429
390.0,easybike_05,easyBike,ebus_depot_n3,77.11525714285715
391.0,easybike_05,easyBike,ebus_depot_n3,77.23422857142856
392.0,easybike_05,easyBike,ebus_depot_n3,77.3532
393.0,easybike_05,easyBike,ebus_depot_n3,77.47217142857143
394.0,easybike_05,easyBike,ebus_depot_n3,77.59114285714286
395.0,easybike_05,easyBike,ebus_depot_n3,77.7101142857143
396.0,easybike_05,easyBike,ebus_depot_n3,77.82905714285714
397.0,easybike_05,easyBike,ebus_depot_n3,77.94802857142858
398.0,easybike_05,easyBike,ebus_depot_n3,78.067
399.0,easybike_05,easyBike,ebus_depot_n3,78.18597142857143
400.0,easybike_05,easyBike,ebus_depot_n3,78.30494285714286
401.0,easybike_05,easyBike,ebus_depot_n3,78.42391428571428
402.0,easybike_05,easyBike,ebus_depot_n3,78.54285714285714
403.0,easybike_05,easyBike,ebus_depot_n3,78.66182857142857
404.0,easybike_05,easyBike,ebus_depot_n3,78.7808
405.0,easybike_05,easyBike,ebus_depot_n3,78.89977142857141
406.0,easybike_05,easyBike,ebus_depot_n3,79.01874285714287
407.0,easybike_05,easyBike,ebus_depot_n3,79.1377142857143
408.0,easybike_05,easyBike,ebus_depot_n3,79.25665714285715
409.0,easybike_05,easyBike,ebus_depot_n3,79.37562857142858
410.0,easybike_05,easyBike,ebus_depot_n3,79.4946
411.0,easybike_05,easyBike,ebus_depot_n3,79.61357142857143
412.0,easybike_05,easyBike,ebus_depot_n3,79.73254285714285
413.0,easybike_05,easyBike,ebus_depot_n3,79.85151428571429
414.0,easybike_05,easyBike,ebus_depot_n3,79.97045714285714
415.0,easybike_05,easyBike,ebus_depot_n3,80.08942857142857
416.0,easybike_05,easyBike,ebus_depot_n3,80.2084
417.0,easybike_05,easyBike,ebus_depot_n3,80.32737142857144
418.0,easybike_05,easyBike,ebus_depot_n3,80.44634285714287
419.0,easybike_05,easyBike,ebus_depot_n3,80.56531428571428
420.0,easybike_05,easyBike,ebus_depot_n3,80.68425714285715
421.0,easybike_05,easyBike,ebus_depot_n3,80.80322857142858
422.0,easybike_05,easyBike,ebus_depot_n3,80.9222
423.0,easybike_05,easyBike,ebus_depot_n3,81.04117142857142
424.0,easybike_05,easyBike,ebus_depot_n3,81.16014285714286
425.0,easybike_05,easyBike,ebus_depot_n3,81.27911428571429
426.0,easybike_05,easyBike,ebus_depot_n3,81.39805714285714
427.0,easybike_05,easyBike,ebus_depot_n3,81.51702857142857
428.0,easybike_05,easyBike,ebus_depot_n3,81.636
429.0,easybike_05,easyBike,ebus_depot_n3,81.75497142857144
430.0,easybike_05,easyBike,ebus_depot_n3,81.87394285714285
431.0,easybike_05,easyBike,ebus_depot_n3,81.99291428571429
432.0,easybike_05,easyBike,ebus_depot_n3,82.11185714285715
433.0,easybike_05,easyBike,ebus_depot_n3,82.23082857142857
434.0,easybike_05,easyBike,ebus_depot_n3,82.3498
435.0,easybike_05,easyBike,ebus_depot_n3,82.46877142857143
436.0,easybike_05,easyBike,ebus_depot_n3,82.58774285714286
437.0,easybike_05,easyBike,ebus_depot_n3,82.70671428571428
438.0,easybike_05,easyBike,ebus_depot_n3,82.82565714285714
439.0,easybike_05,easyBike,ebus_depot_n3,82.94462857142857
440.0,easybike_05,easyBike,ebus_depot_n3,83.0636
441.0,easybike_05,easyBike,ebus_depot_n3,83.18257142857142
442.0,easybike_05,easyBike,ebus_depot_n3,83.30154285714286
443.0,easybike_05,easyBike,ebus_depot_n3,83.42051428571429
444.0,easybike_05,easyBike,ebus_depot_n3,83.53945714285715
445.0,easybike_05,easyBike,ebus_depot_n3,83.65842857142857
446.0,easybike_05,easyBike,ebus_depot_n3,83.7774
447.0,easybike_05,easyBike,ebus_depot_n3,83.89637142857143
448.0,easybike_05,easyBike,ebus_depot_n3,84.01534285714285
449.0,easybike_05,easyBike,ebus_depot_n3,84.13431428571428
450.0,easybike_05,easyBike,ebus_depot_n3,84.25325714285714
451.0,easybike_05,easyBike,ebus_depot_n3,84.37222857142856
452.0,easybike_05,easyBike,ebus_depot_n3,84.4912
453.0,easybike_05,easyBike,ebus_depot_n3,84.61017142857143
454.0,easybike_05,easyBike,ebus_depot_n3,84.72914285714286
455.0,easybike_05,easyBike,ebus_depot_n3,84.84811428571429
456.0,easybike_05,easyBike,ebus_depot_n3,84.96705714285714
457.0,easybike_05,easyBike,ebus_depot_n3,85.08602857142857
458.0,easybike_05,easyBike,ebus_depot_n3,85.205
459.0,easybike_05,easyBike,ebus_depot_n3,85.32397142857143
527.0,erickshaw_05,eRickshaw,ebus_depot_n3,49.796885714285715
528.0,erickshaw_05,eRickshaw,ebus_depot_n3,49.91585714285714
529.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.03482857142857
530.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.153771428571424
531.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.27274285714285
532.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.391714285714286
533.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.51068571428572
534.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.62965714285714
535.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.748628571428576
536.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.86757142857144
537.0,erickshaw_05,eRickshaw,ebus_depot_n3,50.98654285714286
538.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.10551428571428
539.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.22448571428572
540.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.34345714285714
541.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.46242857142857
542.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.58137142857143
543.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.70034285714286
544.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.81931428571428
545.0,erickshaw_05,eRickshaw,ebus_depot_n3,51.93828571428571
546.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.05725714285715
547.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.176228571428574
548.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.29517142857143
549.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.41414285714286
550.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.53311428571429
551.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.65208571428571
552.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.77105714285714
553.0,erickshaw_05,eRickshaw,ebus_depot_n3,52.89002857142857
554.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.00897142857143
555.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.12794285714285
556.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.246914285714276
557.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.365885714285724
558.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.484857142857145
559.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.60382857142857
560.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.722771428571434
561.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.84174285714286
562.0,erickshaw_05,eRickshaw,ebus_depot_n3,53.96071428571428
563.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.07968571428571
564.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.198657142857144
565.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.317628571428564
566.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.436571428571426
567.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.55554285714286
568.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.674514285714295
569.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.793485714285715
570.0,erickshaw_05,eRickshaw,ebus_depot_n3,54.91245714285714
571.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.03142857142858
572.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.15037142857143
573.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.26934285714285
574.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.38831428571429
575.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.507285714285715
576.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.62625714285714
577.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.74522857142858
578.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.86417142857143
579.0,erickshaw_05,eRickshaw,ebus_depot_n3,55.98314285714285
580.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.102114285714286
581.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.221085714285714
582.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.34005714285715
583.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.45902857142857
584.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.57797142857143
585.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.696942857142865
586.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.815914285714285
587.0,erickshaw_05,eRickshaw,ebus_depot_n3,56.93488571428571
588.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.05385714285713
589.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.17282857142858
590.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.29177142857142
591.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.41074285714285
592.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.52971428571429
593.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.64868571428572
594.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.767657142857146
595.0,erickshaw_05,eRickshaw,ebus_depot_n3,57.88662857142857
596.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.005571428571436
597.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.124542857142856
598.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.243514285714284
599.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.36248571428572
600.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.48145714285714
601.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.60042857142857
602.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.71937142857142
603.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.838342857142855
604.0,erickshaw_05,eRickshaw,ebus_depot_n3,58.95731428571429
605.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.07628571428572
606.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.19525714285714
607.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.31422857142857
608.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.43317142857143
609.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.552142857142854
610.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.67111428571429
611.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.79008571428571
612.0,erickshaw_05,eRickshaw,ebus_depot_n3,59.90905714285714
613.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.02802857142857
614.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.146971428571426
615.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.26594285714286
616.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.38491428571429
617.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.50388571428572
618.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.62285714285714
619.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.74182857142857
620.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.860771428571425
621.0,erickshaw_05,eRickshaw,ebus_depot_n3,60.97974285714286
622.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.09871428571429
623.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.21768571428571
624.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.33665714285714
625.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.455628571428576
626.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.574571428571424
627.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.69354285714286
628.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.81251428571429
629.0,erickshaw_05,eRickshaw,ebus_depot_n3,61.931485714285714
630.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.05045714285714
631.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.16942857142856
632.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.28837142857143
633.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.40734285714286
634.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.52631428571428
635.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.64528571428571
636.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.76425714285715
637.0,erickshaw_05,eRickshaw,ebus_depot_n3,62.883228571428575
638.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.002171428571415
639.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.121142857142864
640.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.24011428571429
641.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.35908571428571
642.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.478057142857146
643.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.597028571428574
644.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.71597142857143
645.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.83494285714285
646.0,erickshaw_05,eRickshaw,ebus_depot_n3,63.95391428571428
647.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.0728857142857
648.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.19185714285715
649.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.3108
650.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.42977142857143
651.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.54874285714286
652.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.66771428571428
653.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.78668571428572
654.0,erickshaw_05,eRickshaw,ebus_depot_n3,64.90565714285714
655.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.02459999999999
656.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.14357142857143
657.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.26254285714286
658.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.38151428571427
659.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.5004857142857
660.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.61945714285716
661.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.7384
662.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.85737142857143
663.0,erickshaw_05,eRickshaw,ebus_depot_n3,65.97634285714285
664.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.0953142857143
665.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.21428571428571
666.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.33325714285714
667.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.4522
668.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.57117142857143
669.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.69014285714286
670.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.80911428571427
671.0,erickshaw_05,eRickshaw,ebus_depot_n3,66.92808571428573
672.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.04705714285714
673.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.166
674.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.28497142857144
675.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.40394285714287
676.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.52291428571428
677.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.6418857142857
678.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.76085714285715
679.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.8798
680.0,erickshaw_05,eRickshaw,ebus_depot_n3,67.99877142857143
681.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.11774285714286
682.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.23671428571429
683.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.35568571428571
684.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.47465714285714
685.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.5936
686.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.71257142857144
687.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.83154285714286
688.0,erickshaw_05,eRickshaw,ebus_depot_n3,68.95051428571428
689.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.06948571428572
690.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.18845714285715
691.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.3074
692.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.42637142857143
693.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.54534285714286
694.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.66431428571428
695.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.78328571428571
696.0,erickshaw_05,eRickshaw,ebus_depot_n3,69.90225714285715
697.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.0212
698.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.14017142857143
699.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.25914285714286
700.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.37811428571429
701.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.49708571428572
702.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.61605714285713
703.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.735
704.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.85397142857143
705.0,erickshaw_05,eRickshaw,ebus_depot_n3,70.97294285714285
706.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.09191428571428
707.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.21088571428572
708.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.32985714285715
709.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.4488
710.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.56777142857143
711.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.68674285714286
712.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.80571428571429
713.0,erickshaw_05,eRickshaw,ebus_depot_n3,71.9246857142857
714.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.04365714285714
715.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.1626
716.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.28157142857143
717.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.40054285714285
718.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.5195142857143
719.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.63848571428572
720.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.75745714285713
721.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.8764
722.0,erickshaw_05,eRickshaw,ebus_depot_n3,72.99537142857143
723.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.11434285714286
724.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.23331428571429
725.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.35228571428571
726.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.47125714285714
727.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.5902
728.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.70917142857142
729.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.82814285714285
730.0,erickshaw_05,eRickshaw,ebus_depot_n3,73.94711428571429
731.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.0660857142857
732.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.18505714285715
733.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.304
734.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.42297142857143
735.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.54194285714286
736.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.66091428571428
737.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.77988571428571
738.0,erickshaw_05,eRickshaw,ebus_depot_n3,74.89885714285714
739.0,erickshaw_05,eRickshaw,ebus_depot_n3,75.0178
740.0,erickshaw_05,eRickshaw,ebus_depot_n3,75.13677142857142
741.0,erickshaw_05,eRickshaw,ebus_depot_n3,75.25574285714285
742.0,erickshaw_05,eRickshaw,ebus_depot_n3,75.37471428571429
743.0,erickshaw_05,eRickshaw,ebus_depot_n3,75.49368571428572
