timestep,vehicle_id,vehicle_type,charging_station,battery_soc_percent
255.0,easybike_05,easyBike,ebus_depot_n3,61.05477142857142
256.0,easybike_05,easyBike,ebus_depot_n3,61.17374285714286
257.0,easybike_05,easyBike,ebus_depot_n3,61.29271428571429
258.0,easybike_05,easyBike,ebus_depot_n3,61.41168571428571
259.0,easybike_05,easyBike,ebus_depot_n3,61.53062857142857
260.0,easybike_05,easyBike,ebus_depot_n3,61.64960000000001
261.0,easybike_05,easyBike,ebus_depot_n3,61.76857142857143
262.0,easybike_05,easyBike,ebus_depot_n3,61.887542857142854
263.0,easybike_05,easyBike,ebus_depot_n3,62.00651428571429
264.0,easybike_05,easyBike,ebus_depot_n3,62.12548571428571
265.0,easybike_05,easyBike,ebus_depot_n3,62.244428571428564
266.0,easybike_05,easyBike,ebus_depot_n3,62.36339999999999
267.0,easybike_05,easyBike,ebus_depot_n3,62.48237142857144
268.0,easybike_05,easyBike,ebus_depot_n3,62.60134285714286
269.0,easybike_05,easyBike,ebus_depot_n3,62.72031428571429
270.0,easybike_05,easyBike,ebus_depot_n3,62.83928571428572
271.0,easybike_05,easyBike,ebus_depot_n3,62.95822857142858
272.0,easybike_05,easyBike,ebus_depot_n3,63.0772
273.0,easybike_05,easyBike,ebus_depot_n3,63.196171428571425
274.0,easybike_05,easyBike,ebus_depot_n3,63.31514285714286
275.0,easybike_05,easyBike,ebus_depot_n3,63.43411428571428
