timestep_sec,vehicle_id,current_edge,current_lane,current_speed_ms,current_soc_percent,battery_capacity_wh,priority,nearest_station_id,nearest_station_name,nearest_distance_m,nearest_edge,nearest_lane,nearest_power_kw,nearest_charging_available,nearest_waiting_available,nearest_occupancy_rate,2nd_nearest_station_id,2nd_nearest_station_name,2nd_nearest_distance_m,2nd_nearest_edge,2nd_nearest_lane,2nd_nearest_power_kw,2nd_nearest_charging_available,2nd_nearest_waiting_available,2nd_nearest_occupancy_rate,recommended_station,recommendation_reason
1.0,easyBike_001,E0,E0_0,0.82,43.17,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,9.7,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,271.27,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
1.0,easyBike_002,E0,E0_1,0.84,42.0,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.56,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
1.0,easyBike_003,E4,E4_0,0.81,40.83,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,3.71,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,258.37,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
1.0,easyBike_005,NEG_E3,NEG_E3_0,0.88,38.5,12000.0,MEDIUM,pa_8,Station pa_8,164.62,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,405.96,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
1.0,easyBike_006,NEG_E8,NEG_E8_1,0.9,37.33,12000.0,MEDIUM,pa_8,Station pa_8,162.51,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.99,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
1.0,easyBike_007,NEG_E8,NEG_E8_0,0.88,36.17,12000.0,MEDIUM,pa_8,Station pa_8,162.71,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,417.13,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
1.0,easyBike_011,E4,E4_1,0.94,40.0,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,5.91,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,258.31,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
1.0,easyBike_013,NEG_E3,NEG_E3_1,0.89,28.83,12000.0,HIGH,pa_8,Station pa_8,167.78,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,407.14,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
3.0,easyBike_004,E0,E0_1,0.31,39.67,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.52,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.09,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
3.0,easyBike_008,NEG_E8,NEG_E8_1,0.33,35.0,12000.0,MEDIUM,pa_8,Station pa_8,162.59,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,414.0,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
3.0,easyBike_009,E0,E0_0,0.11,36.67,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,9.67,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,271.28,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
3.0,easyBike_015,NEG_E8,NEG_E8_0,0.34,26.5,12000.0,HIGH,pa_8,Station pa_8,162.78,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,417.14,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
3.0,easyBike_019,E4,E4_1,0.34,24.17,12000.0,HIGH,pa_2_rev,Station pa_2_rev,5.78,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,258.54,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
3.0,easyBike_021,NEG_E3,NEG_E3_0,0.36,27.5,12000.0,HIGH,pa_8,Station pa_8,164.6,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.08,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
6.0,easyBike_010,E0,E0_1,0.7,38.33,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.54,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
6.0,easyBike_014,NEG_E8,NEG_E8_1,0.6,27.67,12000.0,HIGH,pa_8,Station pa_8,162.56,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,414.0,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
6.0,easyBike_017,E0,E0_0,0.45,24.17,12000.0,HIGH,pa_2_rev,Station pa_2_rev,9.68,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,271.28,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
8.0,easyBike_012,E0,E0_1,0.0,41.67,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.52,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.09,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
8.0,easyBike_016,NEG_E8,NEG_E8_1,0.0,25.33,12000.0,HIGH,pa_8,Station pa_8,162.6,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,414.01,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
11.0,easyBike_018,E0,E0_1,0.46,23.0,12000.0,HIGH,pa_2_rev,Station pa_2_rev,6.53,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
14.0,easyBike_020,E0,E0_1,0.81,25.83,12000.0,HIGH,pa_2_rev,Station pa_2_rev,6.55,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
16.0,easyBike_022,NEG_E8,NEG_E8_1,1.03,29.17,12000.0,HIGH,pa_8,Station pa_8,162.5,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.99,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
31.0,easyBike_001,E0,E0_0,11.04,43.03,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,118.15,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,272.69,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
31.0,easyBike_002,E0,E0_1,11.17,41.86,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,120.13,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,270.51,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
31.0,easyBike_003,E4,E4_0,11.3,40.69,12000.0,MEDIUM,pa_6_rev,Station pa_6_rev,111.14,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_2_rev,Station pa_2_rev,150.62,NEG_E0,NEG_E0_0,20.0,4,3,0.0,Station pa_6_rev,Nearest with charging slots
31.0,easyBike_005,NEG_E3,NEG_E3_0,11.31,38.35,12000.0,MEDIUM,pa_8,Station pa_8,196.17,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,330.15,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
31.0,easyBike_006,NEG_E8,NEG_E8_1,11.46,37.19,12000.0,MEDIUM,pa_8,Station pa_8,113.19,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.94,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
31.0,easyBike_007,NEG_E8,NEG_E8_0,11.51,36.02,12000.0,MEDIUM,pa_8,Station pa_8,111.95,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,410.01,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
31.0,easyBike_011,E4,E4_0,11.81,39.84,12000.0,MEDIUM,pa_6_rev,Station pa_6_rev,103.07,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_2_rev,Station pa_2_rev,158.7,NEG_E0,NEG_E0_0,20.0,4,3,0.0,Station pa_6_rev,Nearest with charging slots
31.0,easyBike_013,NEG_E3,NEG_E3_1,12.05,28.67,12000.0,HIGH,pa_8,Station pa_8,201.14,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,327.93,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
31.0,easyBike_023,NEG_E8,NEG_E8_1,0.9,30.83,12000.0,MEDIUM,pa_8,Station pa_8,162.51,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.99,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
33.0,easyBike_004,E0,E0_1,11.34,39.52,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,118.77,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,271.87,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
33.0,easyBike_008,NEG_E8,NEG_E8_1,11.67,34.85,12000.0,MEDIUM,pa_8,Station pa_8,112.66,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.89,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
33.0,easyBike_009,E0,E0_0,11.55,36.51,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,121.03,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,269.8,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
33.0,easyBike_015,NEG_E8,NEG_E8_0,12.23,26.34,12000.0,HIGH,pa_8,Station pa_8,110.99,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.93,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
33.0,easyBike_019,E4,E4_1,12.57,24.0,12000.0,HIGH,pa_6_rev,Station pa_6_rev,100.17,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_2_rev,Station pa_2_rev,161.54,NEG_E0,NEG_E0_0,20.0,4,3,0.0,Station pa_6_rev,Nearest with charging slots
33.0,easyBike_021,NEG_E3,NEG_E3_0,12.73,27.32,12000.0,HIGH,pa_8,Station pa_8,201.74,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,324.17,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
36.0,easyBike_010,E0,E0_1,11.86,38.18,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,125.82,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,264.81,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
36.0,easyBike_014,NEG_E8,NEG_E8_0,12.12,27.5,12000.0,HIGH,pa_8,Station pa_8,110.64,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.91,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
36.0,easyBike_017,E0,E0_0,11.94,24.01,12000.0,HIGH,pa_2_rev,Station pa_2_rev,129.07,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,261.74,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
38.0,easyBike_012,E0,E0_0,11.91,41.51,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,123.73,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,267.1,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
38.0,easyBike_016,NEG_E8,NEG_E8_0,12.38,25.17,12000.0,HIGH,pa_8,Station pa_8,110.85,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.92,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
41.0,easyBike_018,E0,E0_0,12.45,22.83,12000.0,HIGH,pa_2_rev,Station pa_2_rev,131.24,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,259.56,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
44.0,easyBike_020,E0,E0_0,12.64,25.66,12000.0,HIGH,pa_2_rev,Station pa_2_rev,136.4,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,254.39,E0,E0_0,20.0,4,3,0.0,Station pa_2_rev,Nearest with charging slots
46.0,easyBike_022,NEG_E8,NEG_E8_0,12.85,28.98,12000.0,HIGH,pa_8,Station pa_8,106.62,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.62,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
46.0,easyBike_024,NEG_E8,NEG_E8_1,0.96,19.17,12000.0,CRITICAL,pa_8,Station pa_8,162.51,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.99,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
61.0,easyBike_001,E0,E0_0,11.07,42.92,12000.0,MEDIUM,pa_2,Station pa_2,120.4,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,140.59,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
61.0,easyBike_002,E0,E0_1,11.12,41.75,12000.0,MEDIUM,pa_2,Station pa_2,116.85,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,136.88,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
61.0,easyBike_003,E5,E5_0,11.22,40.57,12000.0,MEDIUM,pa_6_rev,Station pa_6_rev,99.74,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_6,Station pa_6,159.82,E5,E5_0,25.0,5,3,0.0,Station pa_6_rev,Nearest with charging slots
61.0,easyBike_005,NEG_E3,NEG_E3_0,11.34,38.23,12000.0,MEDIUM,pa_3,Station pa_3,239.35,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,271.25,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
61.0,easyBike_006,NEG_E8,NEG_E8_1,11.47,37.07,12000.0,MEDIUM,pa_8,Station pa_8,48.62,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.72,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
61.0,easyBike_007,NEG_E8,NEG_E8_0,11.55,35.89,12000.0,MEDIUM,pa_8,Station pa_8,47.24,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,410.08,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
61.0,easyBike_011,E5,E5_0,11.85,39.71,12000.0,MEDIUM,pa_6,Station pa_6,124.31,E5,E5_0,25.0,5,3,0.0,pa_7_rev,Station pa_7_rev,131.14,NEG_E6,NEG_E6_0,20.0,4,2,0.0,Station pa_6,Nearest with charging slots
61.0,easyBike_013,NEG_E3,NEG_E3_1,12.04,28.54,12000.0,HIGH,pa_3,Station pa_3,233.12,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,281.78,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
61.0,easyBike_023,NEG_E8,NEG_E8_0,12.99,30.65,12000.0,MEDIUM,pa_8,Station pa_8,106.68,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.62,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
61.0,easyBike_025,E0,E0_1,0.96,17.92,12000.0,CRITICAL,pa_2_rev,Station pa_2_rev,6.56,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
63.0,easyBike_004,E0,E0_1,11.4,39.4,12000.0,MEDIUM,pa_2,Station pa_2,115.42,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,135.45,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
63.0,easyBike_008,NEG_E8,NEG_E8_1,11.58,34.73,12000.0,MEDIUM,pa_8,Station pa_8,47.03,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.9,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
63.0,easyBike_009,E0,E0_0,11.73,36.39,12000.0,MEDIUM,pa_2,Station pa_2,110.71,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,130.83,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
63.0,easyBike_015,NEG_E8,NEG_E8_0,12.27,26.2,12000.0,HIGH,pa_8,Station pa_8,43.47,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,408.83,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
63.0,easyBike_019,E5,E5_0,12.56,23.85,12000.0,HIGH,pa_6,Station pa_6,88.34,E5,E5_0,25.0,5,3,0.0,pa_7_rev,Station pa_7_rev,95.2,NEG_E6,NEG_E6_0,20.0,4,2,0.0,Station pa_6,Nearest with charging slots
63.0,easyBike_021,NEG_E3,NEG_E3_0,12.74,27.18,12000.0,HIGH,pa_3,Station pa_3,223.5,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,288.1,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
66.0,easyBike_010,E0,E0_1,11.39,38.06,12000.0,MEDIUM,pa_2,Station pa_2,105.98,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,126.01,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
66.0,easyBike_014,NEG_E8,NEG_E8_0,12.14,27.37,12000.0,HIGH,pa_8,Station pa_8,42.68,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,410.49,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
66.0,easyBike_017,E0,E0_0,11.11,23.89,12000.0,HIGH,pa_2,Station pa_2,101.19,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,121.41,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
68.0,easyBike_012,E0,E0_0,11.87,41.38,12000.0,MEDIUM,pa_2,Station pa_2,102.61,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,122.8,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
68.0,easyBike_016,NEG_E8,NEG_E8_0,12.36,25.03,12000.0,HIGH,pa_8,Station pa_8,41.79,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,410.57,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
71.0,easyBike_018,E0,E0_0,11.63,22.7,12000.0,HIGH,pa_2,Station pa_2,92.91,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,113.15,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
74.0,easyBike_020,E0,E0_0,9.29,25.54,12000.0,HIGH,pa_2,Station pa_2,84.84,E0,E0_0,20.0,4,3,0.0,pa_3_rev,Station pa_3_rev,105.09,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
76.0,easyBike_022,NEG_E8,NEG_E8_0,12.85,28.84,12000.0,HIGH,pa_8,Station pa_8,35.03,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,411.3,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
76.0,easyBike_024,NEG_E8,NEG_E8_0,13.06,18.98,12000.0,CRITICAL,pa_8,Station pa_8,106.66,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.62,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
76.0,easyBike_026,E0,E0_1,0.98,16.67,12000.0,CRITICAL,pa_2_rev,Station pa_2_rev,6.56,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
91.0,easyBike_001,E1,E1_0,11.03,42.8,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,30.71,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,46.98,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
91.0,easyBike_002,E1,E1_1,11.16,41.63,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,35.87,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,53.32,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
91.0,easyBike_003,E6,E6_0,11.25,40.45,12000.0,MEDIUM,pa_7_rev,Station pa_7_rev,63.45,NEG_E6,NEG_E6_0,20.0,4,2,0.0,pa_6,Station pa_6,63.67,E5,E5_0,25.0,4,3,20.0,Station pa_7_rev,Nearest with charging slots
91.0,easyBike_005,NEG_E3,NEG_E3_0,11.32,38.12,12000.0,MEDIUM,pa_3,Station pa_3,169.0,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,362.87,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
91.0,easyBike_006,NEG_E8,NEG_E8_1,0.46,37.06,12000.0,MEDIUM,pa_8,Station pa_8,23.3,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.55,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
91.0,easyBike_007,NEG_E8,NEG_E8_0,1.06,35.88,12000.0,MEDIUM,pa_8,Station pa_8,24.31,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.36,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
91.0,easyBike_011,E6,E6_0,11.83,39.58,12000.0,MEDIUM,pa_7_rev,Station pa_7_rev,79.61,NEG_E6,NEG_E6_0,20.0,4,2,0.0,pa_6,Station pa_6,79.97,E5,E5_0,25.0,4,3,20.0,Station pa_7_rev,Nearest with charging slots
91.0,easyBike_013,NEG_E3,NEG_E3_0,12.04,28.41,12000.0,HIGH,pa_3,Station pa_3,161.49,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,378.43,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
91.0,easyBike_023,NEG_E8,NEG_E8_0,12.91,30.5,12000.0,MEDIUM,pa_8,Station pa_8,34.55,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,411.36,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
91.0,easyBike_025,E0,E0_0,13.09,17.73,12000.0,CRITICAL,pa_2_rev,Station pa_2_rev,140.61,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,250.17,E0,E0_0,20.0,1,3,75.0,Station pa_2_rev,Nearest with charging slots
91.0,easyBike_027,E4,E4_0,0.97,15.42,12000.0,CRITICAL,pa_2_rev,Station pa_2_rev,3.73,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,258.34,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
93.0,easyBike_004,E10,E10_0,9.68,39.29,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,21.79,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,34.61,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
93.0,easyBike_008,NEG_E8,NEG_E8_1,1.24,34.72,12000.0,MEDIUM,pa_8,Station pa_8,23.61,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.5,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
93.0,easyBike_009,E1,E1_0,11.79,36.26,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,53.95,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,70.88,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
93.0,easyBike_015,:Node8_0,:Node8_0_1,2.38,26.2,12000.0,HIGH,pa_8,Station pa_8,19.78,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.5,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
93.0,easyBike_019,E5,parked,0.0,23.88,12000.0,HIGH,pa_6,Station pa_6,56.58,E5,E5_0,25.0,4,3,20.0,pa_7_rev,Station pa_7_rev,64.0,NEG_E6,NEG_E6_0,20.0,4,2,0.0,Station pa_6,Nearest with charging slots
93.0,easyBike_021,NEG_E3,NEG_E3_0,12.78,27.03,12000.0,HIGH,pa_3,Station pa_3,155.77,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,393.47,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
96.0,easyBike_010,E1,E1_0,11.81,37.93,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,55.48,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,72.75,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
96.0,easyBike_014,:Node8_0,:Node8_0_0,4.86,27.36,12000.0,HIGH,pa_8,Station pa_8,11.08,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,412.88,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
96.0,easyBike_017,E0,parked,0.0,23.9,12000.0,HIGH,pa_2,Station pa_2,66.3,E0,E0_0,20.0,1,3,75.0,pa_3_rev,Station pa_3_rev,86.85,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
98.0,easyBike_012,E10,E10_1,11.79,41.23,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,34.9,NEG_E1,NEG_E1_0,20.0,4,3,0.0,pa_2,Station pa_2,45.92,E0,E0_0,20.0,1,3,75.0,Station pa_3_rev,Nearest with charging slots
98.0,easyBike_016,:Node8_0,:Node8_0_0,5.6,25.02,12000.0,HIGH,pa_8,Station pa_8,10.01,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.86,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
101.0,easyBike_018,E0,parked,0.0,22.72,12000.0,HIGH,pa_2,Station pa_2,63.62,E0,E0_0,20.0,1,3,75.0,pa_3_rev,Station pa_3_rev,84.19,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
104.0,easyBike_020,E0,parked,0.0,25.55,12000.0,HIGH,pa_2,Station pa_2,60.95,E0,E0_0,20.0,1,3,75.0,pa_3_rev,Station pa_3_rev,81.53,NEG_E1,NEG_E1_0,20.0,4,3,0.0,Station pa_2,Nearest with charging slots
