timestep_sec,vehicle_id,current_edge,current_lane,current_speed_ms,current_soc_percent,battery_capacity_wh,priority,nearest_station_id,nearest_station_name,nearest_distance_m,nearest_edge,nearest_lane,nearest_power_kw,nearest_charging_available,nearest_waiting_available,nearest_occupancy_rate,2nd_nearest_station_id,2nd_nearest_station_name,2nd_nearest_distance_m,2nd_nearest_edge,2nd_nearest_lane,2nd_nearest_power_kw,2nd_nearest_charging_available,2nd_nearest_waiting_available,2nd_nearest_occupancy_rate,recommended_station,recommendation_reason
226.0,easyBike_007,NEG_E8,NEG_E8_0,0.81,36.17,12000.0,MEDIUM,pa_8,Station pa_8,162.71,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,417.13,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
226.0,easyBike_017,E0,E0_1,1.0,24.17,12000.0,HIGH,pa_2_rev,Station pa_2_rev,6.56,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
226.0,easyBike_022,NEG_E7,parked,0.0,28.55,12000.0,HIGH,pa_8_rev,Station pa_8_rev,24.51,NEG_E7,NEG_E7_0,25.0,0,3,100.0,pa_7,Station pa_7,47.9,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
226.0,easyBike_024,NEG_E7,parked,0.0,18.55,12000.0,CRITICAL,pa_8_rev,Station pa_8_rev,21.37,NEG_E7,NEG_E7_0,25.0,0,3,100.0,pa_7,Station pa_7,44.92,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
226.0,easyBike_026,E0,parked,0.0,16.38,12000.0,CRITICAL,pa_2,Station pa_2,55.6,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,76.22,NEG_E1,NEG_E1_0,20.0,2,3,50.0,Station pa_3_rev,2nd nearest has slots (nearest full)
226.0,easyBike_028,E0,parked,0.0,13.88,12000.0,CRITICAL,pa_2,Station pa_2,52.92,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,73.57,NEG_E1,NEG_E1_0,20.0,2,3,50.0,Station pa_3_rev,2nd nearest has slots (nearest full)
226.0,easyBike_030,NEG_E7,NEG_E7_0,13.53,13.65,12000.0,CRITICAL,pa_8,Station pa_8,186.0,E7,E7_0,25.0,5,3,0.0,pa_8_rev,Station pa_8_rev,289.62,NEG_E7,NEG_E7_0,25.0,0,3,100.0,Station pa_8,Nearest with charging slots
226.0,easyBike_032,NEG_E8,NEG_E8_0,13.09,17.15,12000.0,CRITICAL,pa_8,Station pa_8,28.89,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,412.09,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
226.0,easyBike_034,E0,E0_0,13.83,34.8,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,146.15,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,244.62,E0,E0_0,20.0,0,1,100.0,Station pa_2_rev,Nearest with charging slots
228.0,easyBike_024,NEG_E8,NEG_E8_1,0.36,19.17,12000.0,CRITICAL,pa_8,Station pa_8,162.59,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,414.0,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
231.0,eRickshaw_026,E0,E0_0,11.63,34.55,7200.0,MEDIUM,pa_2_rev,Station pa_2_rev,101.7,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,286.99,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
232.0,easyBike_021,NEG_E3,NEG_E3_0,12.72,27.18,12000.0,HIGH,pa_3,Station pa_3,224.34,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,287.17,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
241.0,easyBike_001,E3,E3_0,11.08,42.3,12000.0,MEDIUM,pa_3,Station pa_3,192.93,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,341.06,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
241.0,easyBike_001,E0,E0_1,0.84,43.17,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.55,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
241.0,easyBike_002,E9,E9_0,11.16,41.17,12000.0,MEDIUM,pa_8,Station pa_8,199.34,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,206.84,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
241.0,easyBike_003,E8,E8_0,11.27,39.86,12000.0,MEDIUM,pa_8,Station pa_8,90.98,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,399.31,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
241.0,easyBike_005,NEG_E1,NEG_E1_0,11.34,37.71,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,122.91,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,141.15,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
241.0,easyBike_006,NEG_E1,NEG_E1_0,10.97,36.59,12000.0,MEDIUM,pa_3,Station pa_3,46.68,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,399.29,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
241.0,easyBike_007,NEG_E5,NEG_E5_0,11.51,35.27,12000.0,MEDIUM,pa_6,Station pa_6,15.36,E5,E5_0,25.0,3,3,40.0,pa_7_rev,Station pa_7_rev,19.71,NEG_E6,NEG_E6_0,20.0,3,2,25.0,Station pa_6,Nearest with charging slots
241.0,easyBike_008,NEG_E8,NEG_E8_1,0.88,35.0,12000.0,MEDIUM,pa_8,Station pa_8,162.52,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.99,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
241.0,easyBike_011,E8,E8_0,11.87,38.94,12000.0,MEDIUM,pa_8,Station pa_8,114.15,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,400.67,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
241.0,easyBike_013,NEG_E1,parked,0.0,28.02,12000.0,HIGH,pa_3_rev,Station pa_3_rev,41.88,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,61.34,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
241.0,easyBike_019,E4,E4_1,1.01,24.17,12000.0,HIGH,pa_2_rev,Station pa_2_rev,5.92,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,258.3,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
241.0,easyBike_023,NEG_E6,parked,0.0,29.99,12000.0,HIGH,pa_7_rev,Station pa_7_rev,35.26,NEG_E6,NEG_E6_0,20.0,3,2,25.0,pa_6,Station pa_6,38.37,E5,E5_0,25.0,3,3,40.0,Station pa_7_rev,Nearest with charging slots
241.0,easyBike_023,NEG_E8,NEG_E8_0,12.94,30.65,12000.0,MEDIUM,pa_8,Station pa_8,106.45,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.61,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
241.0,easyBike_025,E0,parked,0.0,17.63,12000.0,CRITICAL,pa_2,Station pa_2,58.27,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,78.88,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
241.0,easyBike_027,E5,parked,0.0,15.13,12000.0,CRITICAL,pa_6,Station pa_6,53.26,E5,E5_0,25.0,3,3,40.0,pa_7_rev,Station pa_7_rev,60.72,NEG_E6,NEG_E6_0,20.0,3,2,25.0,Station pa_6,Nearest with charging slots
241.0,easyBike_029,NEG_E2,NEG_E2_0,0.0,12.34,12000.0,CRITICAL,pa_3,Station pa_3,21.92,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,399.31,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
241.0,easyBike_031,NEG_E7,NEG_E7_0,13.52,15.32,12000.0,CRITICAL,pa_8,Station pa_8,185.3,E7,E7_0,25.0,5,3,0.0,pa_8_rev,Station pa_8_rev,290.32,NEG_E7,NEG_E7_0,25.0,0,2,100.0,Station pa_8,Nearest with charging slots
241.0,easyBike_033,E0,E0_0,13.78,18.39,12000.0,CRITICAL,pa_2,Station pa_2,55.7,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,76.04,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
243.0,easyBike_002,E0,E0_1,0.23,42.0,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,6.52,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.09,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
243.0,easyBike_004,E7,E7_0,11.38,38.67,12000.0,MEDIUM,pa_8,Station pa_8,38.08,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,407.17,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
243.0,easyBike_008,NEG_E10,NEG_E10_0,11.63,34.09,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,133.02,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,143.32,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
243.0,easyBike_009,E3,E3_0,11.73,35.73,12000.0,MEDIUM,pa_3,Station pa_3,203.63,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,325.83,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
243.0,easyBike_015,NEG_E7,parked,0.0,25.87,12000.0,HIGH,pa_8_rev,Station pa_8_rev,27.65,NEG_E7,NEG_E7_0,25.0,0,2,100.0,pa_7,Station pa_7,50.91,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
243.0,easyBike_019,E5,parked,0.0,23.88,12000.0,HIGH,pa_6,Station pa_6,56.58,E5,E5_0,25.0,3,3,40.0,pa_7_rev,Station pa_7_rev,64.0,NEG_E6,NEG_E6_0,20.0,3,2,25.0,Station pa_6,Nearest with charging slots
243.0,easyBike_021,NEG_E1,parked,0.0,26.66,12000.0,HIGH,pa_3_rev,Station pa_3_rev,46.61,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,65.96,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
246.0,easyBike_010,E9,E9_0,11.88,37.42,12000.0,MEDIUM,pa_8,Station pa_8,160.81,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,245.43,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
246.0,easyBike_014,NEG_E7,parked,0.0,27.05,12000.0,HIGH,pa_8_rev,Station pa_8_rev,33.96,NEG_E7,NEG_E7_0,25.0,0,2,100.0,pa_7,Station pa_7,56.98,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
246.0,easyBike_017,E0,parked,0.0,23.9,12000.0,HIGH,pa_2,Station pa_2,66.3,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,86.85,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
246.0,easyBike_018,E0,E0_1,0.52,23.0,12000.0,HIGH,pa_2_rev,Station pa_2_rev,6.53,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.08,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
247.0,easyBike_022,NEG_E8,NEG_E8_0,12.89,28.85,12000.0,HIGH,pa_8,Station pa_8,37.1,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,411.07,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
248.0,easyBike_012,E7,E7_0,0.0,40.63,12000.0,MEDIUM,pa_8,Station pa_8,0.53,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,405.08,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
248.0,easyBike_016,NEG_E7,parked,0.0,24.7,12000.0,HIGH,pa_8_rev,Station pa_8_rev,30.8,NEG_E7,NEG_E7_0,25.0,0,2,100.0,pa_7,Station pa_7,53.94,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
248.0,easyBike_020,E0,E0_1,0.0,25.83,12000.0,HIGH,pa_2_rev,Station pa_2_rev,6.52,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.09,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
251.0,easyBike_018,E0,parked,0.0,22.72,12000.0,HIGH,pa_2,Station pa_2,63.62,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,84.19,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
251.0,eRickshaw_027,E4,E4_0,11.5,30.7,7200.0,MEDIUM,pa_2_rev,Station pa_2_rev,123.08,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,138.65,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
251.0,eRickshaw_028,E0,E0_1,0.25,29.21,7200.0,HIGH,pa_2_rev,Station pa_2_rev,6.5,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_6_rev,Station pa_6_rev,268.09,NEG_E5,NEG_E5_0,25.0,5,3,0.0,Station pa_2_rev,Nearest with charging slots
254.0,easyBike_020,E0,parked,0.0,25.55,12000.0,HIGH,pa_2,Station pa_2,60.95,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,81.53,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
256.0,easyBike_005,NEG_E3,NEG_E3_0,11.36,38.35,12000.0,MEDIUM,pa_8,Station pa_8,196.0,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,330.41,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
256.0,easyBike_006,NEG_E8,NEG_E8_1,11.49,37.19,12000.0,MEDIUM,pa_8,Station pa_8,112.16,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.85,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
256.0,easyBike_007,NEG_E8,NEG_E8_0,11.59,36.02,12000.0,MEDIUM,pa_8,Station pa_8,112.58,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,410.06,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
256.0,easyBike_017,E0,E0_0,12.46,23.99,12000.0,HIGH,pa_2_rev,Station pa_2_rev,134.46,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,256.33,E0,E0_0,20.0,0,1,100.0,Station pa_2_rev,Nearest with charging slots
256.0,easyBike_022,NEG_E7,parked,0.0,28.55,12000.0,HIGH,pa_8_rev,Station pa_8_rev,24.51,NEG_E7,NEG_E7_0,25.0,0,1,100.0,pa_7,Station pa_7,47.9,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
256.0,easyBike_024,NEG_E7,parked,0.0,18.55,12000.0,CRITICAL,pa_8_rev,Station pa_8_rev,21.37,NEG_E7,NEG_E7_0,25.0,0,1,100.0,pa_7,Station pa_7,44.92,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
256.0,easyBike_026,E0,parked,0.0,16.38,12000.0,CRITICAL,pa_2,Station pa_2,55.6,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,76.22,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
256.0,easyBike_028,E0,parked,0.0,13.88,12000.0,CRITICAL,pa_2,Station pa_2,52.92,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,73.57,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
256.0,easyBike_030,NEG_E7,NEG_E7_0,13.55,13.49,12000.0,CRITICAL,pa_8_rev,Station pa_8_rev,74.85,NEG_E7,NEG_E7_0,25.0,0,1,100.0,pa_7,Station pa_7,96.64,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
256.0,easyBike_032,NEG_E8,NEG_E8_0,0.0,17.19,12000.0,CRITICAL,pa_8,Station pa_8,24.35,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,413.22,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
256.0,easyBike_034,E0,E0_0,13.85,34.63,12000.0,MEDIUM,pa_2,Station pa_2,53.75,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,74.11,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
258.0,easyBike_013,NEG_E3,NEG_E3_1,0.69,28.83,12000.0,HIGH,pa_8,Station pa_8,167.77,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,407.19,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
258.0,easyBike_024,NEG_E8,NEG_E8_0,13.03,18.98,12000.0,CRITICAL,pa_8,Station pa_8,108.06,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,408.13,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
261.0,eRickshaw_026,E0,E0_0,11.63,34.33,7200.0,MEDIUM,pa_2,Station pa_2,128.71,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,148.9,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
262.0,easyBike_021,NEG_E3,NEG_E3_0,12.72,27.04,12000.0,HIGH,pa_3,Station pa_3,156.12,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,392.43,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
263.0,eRickshaw_029,NEG_E3,NEG_E3_0,0.13,30.14,7200.0,MEDIUM,pa_8,Station pa_8,164.59,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.15,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_001,E3,E3_0,11.08,42.18,12000.0,MEDIUM,pa_8,Station pa_8,256.38,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,266.74,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_001,E0,E0_0,11.02,43.03,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,119.95,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,270.88,E0,E0_0,20.0,0,1,100.0,Station pa_2_rev,Nearest with charging slots
271.0,easyBike_002,E9,E9_0,11.16,41.06,12000.0,MEDIUM,pa_8,Station pa_8,72.34,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,334.68,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_003,E8,E8_0,11.29,39.75,12000.0,MEDIUM,pa_8,Station pa_8,154.82,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,406.26,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_005,NEG_E0,NEG_E0_0,11.35,37.59,12000.0,MEDIUM,pa_2,Station pa_2,49.12,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,68.24,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
271.0,easyBike_006,NEG_E1,NEG_E1_0,11.42,36.46,12000.0,MEDIUM,pa_3_rev,Station pa_3_rev,214.24,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,232.3,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
271.0,easyBike_007,NEG_E4,NEG_E4_0,11.57,35.13,12000.0,MEDIUM,pa_6_rev,Station pa_6_rev,57.46,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_2_rev,Station pa_2_rev,204.62,NEG_E0,NEG_E0_0,20.0,4,3,0.0,Station pa_6_rev,Nearest with charging slots
271.0,easyBike_008,NEG_E8,NEG_E8_0,11.63,34.85,12000.0,MEDIUM,pa_8,Station pa_8,111.61,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,409.98,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_013,NEG_E1,parked,0.0,28.02,12000.0,HIGH,pa_3_rev,Station pa_3_rev,41.88,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,61.34,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
271.0,easyBike_019,E4,E4_0,12.35,24.0,12000.0,HIGH,pa_6_rev,Station pa_6_rev,99.1,NEG_E5,NEG_E5_0,25.0,5,3,0.0,pa_2_rev,Station pa_2_rev,162.67,NEG_E0,NEG_E0_0,20.0,4,3,0.0,Station pa_6_rev,Nearest with charging slots
271.0,easyBike_023,NEG_E6,parked,0.0,29.99,12000.0,HIGH,pa_7_rev,Station pa_7_rev,35.26,NEG_E6,NEG_E6_0,20.0,3,2,25.0,pa_6,Station pa_6,38.37,E5,E5_0,25.0,3,3,40.0,Station pa_7_rev,Nearest with charging slots
271.0,easyBike_023,NEG_E8,NEG_E8_0,12.95,30.5,12000.0,MEDIUM,pa_8,Station pa_8,34.33,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,411.39,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
271.0,easyBike_025,E0,parked,0.0,17.63,12000.0,CRITICAL,pa_2,Station pa_2,58.27,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,78.88,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
271.0,easyBike_027,E5,parked,0.0,15.13,12000.0,CRITICAL,pa_6,Station pa_6,53.26,E5,E5_0,25.0,3,3,40.0,pa_7_rev,Station pa_7_rev,60.72,NEG_E6,NEG_E6_0,20.0,3,2,25.0,Station pa_6,Nearest with charging slots
271.0,easyBike_029,NEG_E2,NEG_E2_0,1.0,12.33,12000.0,CRITICAL,pa_3,Station pa_3,21.25,E1,E1_0,20.0,4,3,0.0,pa_8,Station pa_8,399.0,E7,E7_0,25.0,5,3,0.0,Station pa_3,Nearest with charging slots
271.0,easyBike_031,NEG_E7,NEG_E7_0,13.58,15.16,12000.0,CRITICAL,pa_8_rev,Station pa_8_rev,75.57,NEG_E7,NEG_E7_0,25.0,0,0,100.0,pa_7,Station pa_7,97.36,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
271.0,easyBike_033,E1,E1_0,13.76,18.22,12000.0,CRITICAL,pa_3_rev,Station pa_3_rev,155.71,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,173.2,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
273.0,easyBike_002,E0,E0_0,11.18,41.86,12000.0,MEDIUM,pa_2_rev,Station pa_2_rev,118.09,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,272.76,E0,E0_0,20.0,0,1,100.0,Station pa_2_rev,Nearest with charging slots
273.0,easyBike_004,:Node8_6,:Node8_6_1,2.29,38.68,12000.0,MEDIUM,pa_8,Station pa_8,4.31,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,408.22,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
273.0,easyBike_008,NEG_E0,NEG_E0_1,9.66,33.98,12000.0,MEDIUM,pa_2,Station pa_2,16.15,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,34.75,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
273.0,easyBike_009,E3,E3_0,11.78,35.61,12000.0,MEDIUM,pa_8,Station pa_8,238.84,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,286.75,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
273.0,easyBike_015,NEG_E7,parked,0.0,25.87,12000.0,HIGH,pa_8_rev,Station pa_8_rev,27.65,NEG_E7,NEG_E7_0,25.0,0,0,100.0,pa_7,Station pa_7,50.91,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
273.0,easyBike_019,E5,parked,0.0,23.88,12000.0,HIGH,pa_6,Station pa_6,56.58,E5,E5_0,25.0,3,3,40.0,pa_7_rev,Station pa_7_rev,64.0,NEG_E6,NEG_E6_0,20.0,3,2,25.0,Station pa_6,Nearest with charging slots
273.0,easyBike_021,NEG_E1,parked,0.0,26.66,12000.0,HIGH,pa_3_rev,Station pa_3_rev,46.61,NEG_E1,NEG_E1_0,20.0,1,3,75.0,pa_2,Station pa_2,65.96,E0,E0_0,20.0,0,1,100.0,Station pa_3_rev,Nearest with charging slots
276.0,easyBike_010,E9,E9_0,11.82,37.3,12000.0,MEDIUM,pa_8,Station pa_8,28.42,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,381.35,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
276.0,easyBike_014,NEG_E7,parked,0.0,27.05,12000.0,HIGH,pa_8_rev,Station pa_8_rev,33.96,NEG_E7,NEG_E7_0,25.0,0,0,100.0,pa_7,Station pa_7,56.98,E6,E6_0,20.0,4,2,0.0,Station pa_7,2nd nearest has slots (nearest full)
276.0,easyBike_017,E0,parked,0.0,23.9,12000.0,HIGH,pa_2,Station pa_2,66.3,E0,E0_0,20.0,0,1,100.0,pa_3_rev,Station pa_3_rev,86.85,NEG_E1,NEG_E1_0,20.0,1,3,75.0,Station pa_3_rev,2nd nearest has slots (nearest full)
276.0,easyBike_018,E0,E0_0,12.43,22.83,12000.0,HIGH,pa_2_rev,Station pa_2_rev,129.53,NEG_E0,NEG_E0_0,20.0,4,3,0.0,pa_2,Station pa_2,261.17,E0,E0_0,20.0,0,1,100.0,Station pa_2_rev,Nearest with charging slots
277.0,easyBike_022,:Node8_0,:Node8_0_1,5.33,28.84,12000.0,HIGH,pa_8,Station pa_8,7.56,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,411.4,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
278.0,easyBike_012,E8,E8_0,6.06,40.6,12000.0,MEDIUM,pa_8,Station pa_8,21.89,E7,E7_0,25.0,5,3,0.0,pa_3,Station pa_3,403.21,E1,E1_0,20.0,4,3,0.0,Station pa_8,Nearest with charging slots
