timestep_sec,total_vehicles_charging,total_vehicles_waiting,total_power_demand_kW,total_power_demand_MW,pa_2_vehicles,pa_2_power_kW,pa_2_rev_vehicles,pa_2_rev_power_kW,pa_3_vehicles,pa_3_power_kW,pa_3_rev_vehicles,pa_3_rev_power_kW,pa_6_vehicles,pa_6_power_kW,pa_6_rev_vehicles,pa_6_rev_power_kW,pa_7_vehicles,pa_7_power_kW,pa_7_rev_vehicles,pa_7_rev_power_kW,pa_8_vehicles,pa_8_power_kW,pa_8_rev_vehicles,pa_8_rev_power_kW
160.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
161.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
162.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
163.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
164.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
165.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
166.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
167.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
168.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
169.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
170.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
171.0,9,1,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
172.0,9,2,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
173.0,9,2,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
174.0,9,2,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
175.0,9,2,205.0,0.205,4,80.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
176.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
177.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
178.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
179.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
180.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
181.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
182.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
183.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
184.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
185.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
186.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
187.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
188.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
189.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
190.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
191.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
192.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
193.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
194.0,10,2,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
195.0,10,3,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
196.0,10,3,225.0,0.225,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0
197.0,11,3,250.0,0.25,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0
198.0,11,3,250.0,0.25,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0
199.0,12,3,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
200.0,12,3,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
201.0,12,3,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
202.0,12,3,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
203.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
204.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
205.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
206.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
207.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
208.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
209.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
210.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
211.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
212.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
213.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
214.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
215.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
216.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
217.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
218.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
219.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
220.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
221.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
222.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
223.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
224.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
225.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
226.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
227.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
228.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
229.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
230.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
231.0,12,4,275.0,0.275,4,80.0,0,0.0,0,0.0,1,20.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
232.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
233.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
234.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
235.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
236.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
237.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
238.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
239.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
240.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
241.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
242.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
243.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
244.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
245.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
246.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
247.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
248.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
249.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
250.0,13,5,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
251.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
252.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
253.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
254.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
255.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
256.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
257.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
258.0,13,6,300.0,0.3,4,80.0,0,0.0,0,0.0,1,20.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
259.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
260.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
261.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
262.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
263.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
264.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
265.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
266.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
267.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
268.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
269.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
270.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
271.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
272.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
273.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
274.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
275.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
276.0,14,6,320.0,0.32,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,125.0
277.0,15,6,340.0,0.34,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
278.0,15,6,340.0,0.34,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
279.0,15,6,340.0,0.34,4,80.0,0,0.0,0,0.0,2,40.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
280.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
281.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
282.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
283.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
284.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
285.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
286.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
287.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
288.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
289.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
290.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
291.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
292.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
293.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
294.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
295.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
296.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
297.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
298.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
299.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
300.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
301.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
302.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
303.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
304.0,16,6,360.0,0.36,4,80.0,0,0.0,0,0.0,3,60.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
305.0,17,6,380.0,0.38,4,80.0,0,0.0,0,0.0,4,80.0,3,75.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
306.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
307.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
308.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
309.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
310.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
311.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
312.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
313.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
314.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
315.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
316.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
317.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
318.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
319.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
320.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
321.0,18,6,405.0,0.405,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,1,20.0,0,0.0,5,125.0
322.0,19,6,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
323.0,19,6,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
324.0,19,6,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
325.0,19,6,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
326.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
327.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
328.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
329.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
330.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
331.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
332.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
333.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
334.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
335.0,19,7,425.0,0.425,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,0,0.0,5,125.0
336.0,20,7,450.0,0.45,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,2,40.0,1,25.0,5,125.0
337.0,21,8,470.0,0.47,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,3,60.0,1,25.0,5,125.0
338.0,21,8,470.0,0.47,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,3,60.0,1,25.0,5,125.0
339.0,21,8,470.0,0.47,4,80.0,0,0.0,0,0.0,4,80.0,4,100.0,0,0.0,0,0.0,3,60.0,1,25.0,5,125.0
