timestep_sec,station_id,station_edge,station_capacity,vehicles_charging,vehicle_ids,charging_times_sec,total_power_load_kW,utilization_percent,available_slots
135.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
135.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
135.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
135.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
135.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
135.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
136.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
136.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
136.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
136.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
136.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
137.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
137.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
137.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
137.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
137.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
138.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
138.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
138.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
138.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
138.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
139.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
139.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
139.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
139.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
139.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
140.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
140.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
140.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
140.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
140.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
141.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
141.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
141.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
141.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
141.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
142.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
142.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
142.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
142.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
142.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
143.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
143.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
143.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
143.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
143.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
144.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
144.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
144.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
144.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
144.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
145.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
145.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
145.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
145.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
145.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
146.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
146.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
146.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
146.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
146.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
147.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
147.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
147.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
147.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
147.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
148.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
148.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
148.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
148.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
148.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
149.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
149.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
149.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
149.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
149.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
150.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
150.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
150.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
150.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
150.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
151.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
151.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
151.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
151.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
151.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
152.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
152.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
152.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
152.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
152.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
153.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
153.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
153.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
153.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
153.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
154.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
154.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
154.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
154.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
154.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
155.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
155.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
155.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
155.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
155.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
156.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
156.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
156.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
156.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
156.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
157.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
157.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
157.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
157.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
157.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
158.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
158.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
158.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
158.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
158.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
159.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
159.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
159.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
159.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
159.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
160.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
160.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
160.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
160.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
160.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
161.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
161.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
161.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
161.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
161.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
162.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
162.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
162.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
162.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
162.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
163.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
163.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
163.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
163.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
163.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
164.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
164.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
164.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
164.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
164.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
165.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
165.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
165.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
165.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
165.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
166.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
166.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
166.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
166.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
166.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
167.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
167.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
167.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
167.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
167.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
168.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
168.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
168.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
168.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
168.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
169.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
169.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
169.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
169.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
169.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
170.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
170.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
170.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
170.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
170.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
171.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
171.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
171.0,pa_2_rev,NEG_E0,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_3_rev,NEG_E1,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_6_rev,NEG_E5,5,0,NONE,NONE,0.0,0.0,5
171.0,pa_7_rev,NEG_E6,4,0,NONE,NONE,0.0,0.0,4
171.0,pa_8_rev,NEG_E7,5,0,NONE,NONE,0.0,0.0,5
172.0,pa_2,E0,4,0,NONE,NONE,0.0,0.0,4
172.0,pa_3,E1,4,0,NONE,NONE,0.0,0.0,4
172.0,pa_6,E5,5,0,NONE,NONE,0.0,0.0,5
172.0,pa_7,E6,4,0,NONE,NONE,0.0,0.0,4
172.0,pa_8,E7,5,0,NONE,NONE,0.0,0.0,5
