timestep_sec,minute_of_hour,station_id,station_edge,station_power_capacity_kW,station_charging_capacity,station_power_demand_kW,station_vehicles_charging,station_charging_utilization_percent,station_waiting_utilization_percent,station_vehicles_waiting,station_queue_length,station_charging_slots_available,station_waiting_slots_available,system_total_power_demand_kW,system_total_vehicles_charging,system_total_vehicles_waiting,system_charging_utilization_percent,system_total_active_vehicles,load_per_vehicle_kW,congestion_ratio,demand_to_capacity_ratio
148.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
148.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,30,20.0,0.43,0.75
149.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,30,25.0,0.12,0.2
149.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
149.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,30,20.0,0.43,0.75
150.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,30,25.0,0.12,0.2
150.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
150.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,30,0.0,0.0,0.0
151.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
151.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
151.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
151.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
152.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
152.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
152.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
153.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
153.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
153.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
154.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
154.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
154.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
155.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
155.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
155.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
156.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
156.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
156.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
157.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
157.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
157.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
158.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
158.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
158.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
159.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
159.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
159.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
160.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
160.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
160.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
161.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
161.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
161.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
162.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
162.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
162.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,85.0,4,0,9.09,31,20.0,0.43,0.75
163.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,85.0,4,0,9.09,31,25.0,0.12,0.2
163.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
163.0,2,pa_8_rev,NEG_E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,85.0,4,0,9.09,31,0.0,0.0,0.0
164.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,110.0,5,0,11.36,31,20.0,0.43,0.75
164.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,31,25.0,0.12,0.2
164.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,31,0.0,0.0,0.0
164.0,2,pa_8_rev,NEG_E7,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,31,25.0,0.12,0.2
165.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,110.0,5,0,11.36,31,20.0,0.43,0.75
165.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,31,25.0,0.12,0.2
165.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,31,0.0,0.0,0.0
165.0,2,pa_8_rev,NEG_E7,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,31,25.0,0.12,0.2
166.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,110.0,5,0,11.36,32,20.0,0.43,0.75
166.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,32,25.0,0.12,0.2
166.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,32,0.0,0.0,0.0
166.0,2,pa_8_rev,NEG_E7,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,32,25.0,0.12,0.2
167.0,2,pa_2,E0,20.0,4,60.0,3,75.0,0.0,0,0,1,3,110.0,5,0,11.36,32,20.0,0.43,0.75
167.0,2,pa_2_rev,NEG_E0,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_3,E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_3_rev,NEG_E1,20.0,4,0.0,0,0.0,0.0,0,0,4,3,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_6,E5,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,32,25.0,0.12,0.2
167.0,2,pa_6_rev,NEG_E5,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_7,E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_7_rev,NEG_E6,20.0,4,0.0,0,0.0,0.0,0,0,4,2,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_8,E7,25.0,5,0.0,0,0.0,0.0,0,0,5,3,110.0,5,0,11.36,32,0.0,0.0,0.0
167.0,2,pa_8_rev,NEG_E7,25.0,5,25.0,1,20.0,0.0,0,0,4,3,110.0,5,0,11.36,32,25.0,0.12,0.2
